,Location,Operator,Route,Type,Aboard,Fatalities,Ground,Year,Month,Day
,"Wau, Australia",Guinea Airways,,De Havilland DH-60,2,2,0,1932,12,26
,Algiers,Aeropostale,,CAMS 53,1,1,0,1933,01,10
,"Newark, New Jersey",Eastern Air Transport,Test flight,Curtiss Condor 18,2,2,0,1933,01,14
,"Marietta, Georgia",American Airways,,Stearman 4,1,1,0,1933,01,20
,"Bourne, Texas",American Airways,Big Springs - San Antonio,Stearman 4,1,1,0,1933,01,20
,"Eugene, Oregon",PacifiAir Transport,,Ford 5-AT-D,3,1,0,1933,01,24
,"Near Mendoza, Argentina",Pan American Grace Airways,"Mendoza, Argentina - Santiago, Chili",Fairchild FC-2W,2,2,0,1933,03,11
,"Hayward, California",Varney Airlines,Burbank - San Francisco,Lockheed Orion 9,3,3,11,1933,03,25
,"Near Dixmude, Belgium",Imperial Airways,"Cologne, Germany - Croydon, England",Armstrong Whitworth Argosy II,15,15,0,1933,03,28
,"Hemkenrode, Germany",Deutsche Lufthansa,,Junkers F-13,2,1,0,1933,04,03
,"Off Barnegat, New Jersey",Military - U.S. Navy,,Goodyear-Zeppelin U.S.S. Akron (airship),76,73,0,1933,04,04
,"Mt. Terrione, Italy",Air Orient,,Cams 33,6,6,0,1933,04,23
,"Traunstein, Germany",Eurasia,,Junkers W-34,4,4,0,1933,04,29
,"Viladrau, Spain",Aeropostale - La Tecoere Company,Paris - Morroco,Latecoere 28-1,6,6,0,1933,05,09
,"Bowling Green, Virginia",Eastern Air Transport,,Pitcairns PA-6,1,1,0,1933,06,02
,"Quay, New Mexico",Trans Continental and Western Air,,Ford 5-AT-B Tri Motor,5,5,0,1933,08,29
,"Ljubljana, Yugoslavia",Aeroput,,Farman F-306,8,8,0,1933,09,12
,"Chesterton, Indiana",United Air Lines,Cleveland - Chicago,Boeing 247-D,10,10,0,1933,10,10
,"Etobon, France",Air France,,Farman F-301,2,2,0,1933,10,31
,"Portland, Oregon",United Air Lines,"Seattle, WA - Dallas, TX",Boeing 247,9,4,,1933,11,09
,"Moriarty, New Mexico",Trans Continental and Western Air,,Northrop Delta,1,1,0,1933,11,10
,"Near Tsinan, China",China National Aviation Corporation,Canton - Shanghi,Sinson,8,8,,1933,11,20
,"Near Kharkov, Ukraine, USSR",Kalinin,Test flight,Kalinin K-7,20,14,0,1933,11,21
,"Wedron, Illinois",National Air Transport,,Boeing 247,2,2,0,1933,11,24
,"Hamburg, Germany",Deutsche Lufthansa,Berlin - Hamburg,Focke-Wulf A-17,8,7,0,1933,12,11
,"Eshowe, South Africa",Union Airways,,Junkers W-34,6,4,0,1933,12,14
,"Near Ruysselede, Belgium",Imperial Airways,"Brussels, Belgium - Croydon, England",Avro 10,10,10,0,1933,12,30
,"Corbigny, France",Air France,Saigon - Paris,Dewoitine D-332,14,14,0,1934,01,15
,"Carombe, France",Air France,,Breguet 280T,2,2,0,1934,01,20
,"Near Salt Lake City, Utah",Boeing Aircraft Company,Salt Lake City - Cheyenne,Boeing 247,8,8,0,1934,02,23
,"Rio de Oro, Morocco",Air France,,Latécoère 28,6,1,0,1934,02,26
,"Petersburg, Illinois",American Airways,"St. Louis, MO - Chicago, IL",Fairchild Pilgrim 100A,4,4,0,1934,03,06
,"Pereira, Colombia",Pan American Airways (Scadta),Quiddo - Cartago,Sikorsky S-38 Flying Boat,6,5,0,1934,03,10
,"Near Lima, Peru",Pan American Grace Airlines,,Ford 5-AT-C Tri-Motor,15,3,0,1934,03,22
,"Ningpo Bay, China",China National Aviation Corporation,,Sikorsky S-38BB,3,3,0,1934,04,10
,English Channel,Air France,"Dieppe, France - New Haven, England",Wibault 282T-12,6,6,0,1934,05,09
,"Croydon, England",Air France,"Croydon, England - Paris, France",Liore-et-Olivier 213,2,2,0,1934,05,31
,"Mongaup Mountain, New York",American Airways,New York - Chicago,Curtiss Condor T-32,7,7,0,1934,06,09
,"Junin, Argentina",Panagra,Buenos Aires - Santiago,Ford 5-AT-C Tri-Motor,10,5,0,1934,06,11
,"Chausseehausen, Germany",Deutsche Lufthansa,,Dornier Merkur,7,1,0,1934,06,22
,"Burbank, California",Aerevias Centrales Air Service,Mexico - Burbank,Lockheed Orion,1,1,0,1934,06,23
,"San Bernardino, California",United Air Services,San Bernardion - Los Angeles,Lockheed Vega,4,3,0,1934,07,09
,"Near Tuttlingen, Germany",Swissair,,Curtiss AT-32C Condor,12,12,0,1934,07,27
,"Bahia, Brazil",Air France,,Latecoere 26,2,2,0,1934,08,05
,"Ningbo, China",China National Aviation Corporation,,Sikorsky S-38B,,,,1934,08,10
,"Amazonia, Missouri",Rapid Air Transport,Omaha - St. Joseph,Stinson  SM-6000B,5,5,0,1934,08,31
,"Near Winton, Australia",Qantas,,de Havilland DH-50A,3,3,0,1934,10,03
,"Bass Strait, Australia",Holyman Airways,Launceston - Melbourne,de Havilland DH-86,11,11,0,1934,10,19
,"Kiapit, Australia",Holdens Air Transport Service,,De Havilland DH-61,4,2,0,1934,11,02
,"Near Longreach, Australia",Qantas,,de Havilland DH-86,4,4,0,1934,11,15
,"Near Longreach, NSW, Australia",Qantas,,de Havilland DH-86,4,4,0,1934,11,15
,"Amazonia, Montana",Rapid Air Transport,"Omaha, NB - Kansas City, MO",Stinson SM-6000-B,2,2,0,1934,11,15
,"Salchau, Germany",Deutsche Lufthansa,,Junkers F-13,3,3,0,1934,12,07
,"Columbia, Missouri",Braniff Airlines,"Kansas City, MO - Chicago, IL",Lockheed Vega 5C,1,1,0,1934,12,08
,"Palma Soriano, Cuba",Cubana de Aviacion,Santiago - Havana,Ford 4-AT-E Tri-motor,8,4,0,1934,12,10
,"Rutbah Wells, Syria",KLM Royal Dutch Airlines,"Amsterdam - Batavia, Java",Douglas DC-2-115A,7,7,0,1934,12,20
,"Sunbright, Tennessee",American Airlines,"Louisville, KY - Nashville, TN",Lockheed Orion 9D,1,1,0,1934,12,22
,"Pittsburgh, Pennsylvania",Trans Continental and Western Air,"Newark, NJ - Columbus, OH",Consolidated Fleetster,1,1,0,1935,01,26
,"Stettin, Germany",Deruluft,Koenigberg - Berlin,Junkers JU-52/3m,11,11,0,1935,01,31
,"Schievelbein, Germany",Deruluft,,Rochrbach Roland,,3,0,1935,03,07
,"El Arish, Egypt",Misrair,Jerusalem - Cairo,de Havilland Dragon 1,6,3,0,1935,03,15
,"Off Samland, Germany",Deutsche Lufthansa,,Junkers F-13,5,5,0,1935,03,29
,"Beauvais, France",Air France,,Farman F-300,3,1,0,1935,04,01
,"Brilon, Germany",KLM Royal Dutch Airlines,"Praha, Czechoslovakia - Amsterdam, Netherlands",Fokker F-12,7,7,0,1935,04,06
,"Near Walsenberg, Colorado",Varney Air Lines,,Lockheed Vega,1,1,0,1935,05,01
,"Atlanta, Missouri",Trans Continental and Western Air,Los Angeles - Albuquerque - Kanasas City -  Washington,Douglas DC-2-112,14,5,0,1935,05,06
,"Flint, Michigan",Knowles Flying Service of Detroit,Sightseeing,Ford model 4-AT-E,12,3,0,1935,05,18
,"Near Moscow, Russia",Gor'ky Eskadril'ya,Demonstration,Tupolev ANT-20 / I-5,50,50,2,1935,05,18
,"Glendo, Wyoming",Wyoming Air Service,,Boeing 221,1,1,0,1935,05,27
,"Maywood, Illinois",Chicago and Southern Airlines,Chicago - St. Louis,Stinson SM6000B Tri-motor,2,2,0,1935,05,28
,"San Barbra, Honduras",,,,9,6,0,1935,05,29
,"Medellin, Colombia",Servicio Aereo Columbiano / SCADTA,,Ford Tri-Motor / Ford Tri-Motor,20,17,0,1935,06,24
,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,Amsterdam - Sweden,Fokker F-XXII,20,6,0,1935,07,14
,"Off Chandeleur Island, Mississippi",Wedell-Williams Air Service Corporation,"New Orleans, LA - Mobile, AL",General 102-E,2,2,0,1935,07,19
,"Pian Giacomo, Switzerland",KLM Royal Dutch Airlines,"Milan, Italy - Amsterdam",Douglas DC-2,13,13,0,1935,07,20
,"Hangow, China",China National Aviation Corporation,,Sikorsky S-38B,,,,1935,08,13
,"Near Gilmer, Texas",Delta Air Lines,Dallas -  Atlanta,Stinson Model A,4,4,0,1935,08,14
,"Near Glendo, Wyoming",Aero Mayflower Transit Co,Helena - Denver,"Waco, model YLC",3,3,0,1935,08,15
,"Walakpa, near Point Barrow, Alaska",Private,,Lockheed Orion 9E Explorer float plane,2,2,0,1935,08,15
,"Burbank, California",Western Air Express,"Burbank, CA - Salt Lake City, UT",Boeing 247,3,3,0,1935,09,01
,"Off Finders Island, Victoria, Australia",Holyman Airways,,de Havilland DH-86,5,5,0,1935,10,02
,"Near Cheyenne, Wyoming",United Air Lines,Salt Lake City - Cheyenne,Boeing 247D,12,12,0,1935,10,07
,Gulf of Finland,Aero O-Y,,Junkers F-13,6,6,0,1935,10,09
,"Troy, New York",Chamberlin Flying Service,,Curtiss AT-32C Condor,6,1,0,1935,10,21
,"Cheyenne, Wyoming",United Air Lines,Test flight,Boeing B-247-D,4,4,0,1935,10,30
,"Off Nhambupe, Brazil",Air France,Bahia - Aracaju,Latécoère 28-1,4,4,0,1935,11,02
,"Near Juticalpa, Honduras",TACA,,Ford Tri-Motor,14,14,0,1935,11,09
,"Near Fort Worth, Texas",Braniff Airlines,Dallas - Waco,Lockheed Vega,1,1,0,1935,11,09
,"Istres, France",Air France,,Latecoere 28,3,3,0,1935,11,11
,"Tours, France",Air Bleu,,Caudron C-630 Simoun,2,1,0,1935,12,04
,"Croydon, England",Sabena,"Brussels, Belgium - Croydon, England",Savoia-Marchetti SM73,11,11,0,1935,12,10
,"Breslau, Germany",Deutsche Lufthansa,,Heinkel He-70,3,3,0,1935,12,24
,"Off Alexandria, Egypt",Imperial Airways,Mirabella - Alexandria,Short Calcutta,13,12,0,1935,12,31
,"Goodwin, Arkansas",American Airlines,"Newark, NJ - Fort Worth, TX",Douglas DC-2-120,17,17,0,1936,01,14
,"Near Cordillera, Boliva",Lloyd Aereo Boliviano,Cochabamba - La Paz,Junkers JU-52,13,13,0,1936,01,17
,"Off Ajaccio, Corsica, France",Air France,Marseille - Tunis,CAMS 53,6,6,0,1936,01,21
,"Denton, Texas",American Airlines,"Chicago, IL - Oklahoma City, OK",Vultee V-1,6,1,0,1936,01,29
,South AtlantiOcean,Deutsche Lufthansa,"Natal, Brazil - Bathhurst, Gambia",Dormier Do-J-Iif Bos Wal,4,4,0,1936,02,15
,"Near Tengya, China",China National Aviation Corporation,,Ford 5-AT-D Tri-Motor,6,0,0,1936,03,05
,"Amemeca, Mexico",Compania de Mexico,Mexico - Guatemala,Ford 5-AT-B Tri Motor,14,14,0,1936,03,26
,"Pavillon, New York",American Airlines,"Newwark, N.J. - Buffalo, NY",Stinson Model A,2,2,0,1936,04,01
,"Uniontown, Pennsylvania",Trans Continental and Western Air,Newark - Los Angeles,Douglas DC-2-112,15,13,0,1936,04,07
,"Port of Spain, Trinidad",Pan American Airways,Miami - Rio de Janeiro,Sikorsky S-42A,25,3,0,1936,04,11
,"Near Turin, Italy",Avio Linee Italiane,Turin - Milan,OFM F-VIIb/3m,7,7,0,1936,04,15
,Switzerland,Deutsche Lufthansa,,Junkers JU-52,5,3,0,1936,04,17
,"Senlis, France",Sabena,,Fokker F-VII,2,2,0,1936,04,21
,"Basel, Switzerland",Swissair,,General Aviation GA-43,2,2,0,1936,04,30
,"Mount Waverley, Australia",Holyman Airways,,De Havilland DH-60,2,2,0,1936,05,16
,"Malmo, Sweden",A B Aerotransport,Malmo - Amsterdam,Fokker F-XXII,15,1,0,1936,06,09
,"Hannover, Germany",Deutsche Lufthansa,,Junkers JU-160,6,1,0,1936,06,13
,"Mt. Lihesten, Norway",Den Norske Luftfartskole,Bergen - Trondheim,Junkers JU-52/3m,7,7,0,1936,06,16
,"Off Channel Islands, Jersey",Guernsey Airways,Guernsey - Jersey,Saro Cloud,7,7,0,1936,07,31
,"Mazamet, France",Air France,,Wibault 280,3,3,0,1936,08,02
,Mexico,Mexicana,,Lockheed Orion,1,1,0,1936,08,03
,"St. Louis, Missouri",Chicago Southern Airlines,New Orleans - Chicago,Lockheed 10B Electra,8,8,0,1936,08,05
,"Choco, Colombia",SCADTA,,Junkers F-13,2,2,0,1936,08,06
,"Altenkirchen, Germany",British Airways,,De Havilland DH-86,2,2,0,1936,08,12
,"Mirabella, Greece",Imperial Airways,,Short Kent,11,2,0,1936,08,22
,English Channel,Imperial Airways,,Boulton and Paul P-71,2,2,0,1936,09,25
,"Walsenberg, Colorado",Varney Air Lines,"El Paso, TX - Pueblo, CO",Lockheed Vega,3,3,0,1936,09,28
,"Napierville, Illinois",Blue Bird Air Service,,Lockheed Vega 5C,4,4,0,1936,09,29
,Mexico,Mexicana,,Lockheed Orion,1,1,0,1936,10,06
,,North Sea Aerial and General Transport,,Blackburn B-2,1,1,0,1936,10,09
,"Near Tabarz, Germany",Deutsche Lufthansa,Frankfurt - Erfurt,Junkers JU-52,15,11,0,1936,11,01
,Near Moscow,Deruluft,,Antonov AN-9,9,9,0,1936,11,06
,"Nurnberg, Germany",Deutsche Lufthansa,,Junkers JU-52/3m,16,4,0,1936,11,17
,"London, England",British Airways,,Fokker F-XII,4,2,0,1936,11,19
,"Near Grenoble, France",Deutsche Lufthansa,,Junkers JU-52/3m,6,6,0,1936,12,04
,"Off Dakar, French West Africa",Air France,,Latécoère 300,5,5,0,1936,12,07
,"Croydon, England",KLM Royal Dutch Airlines,Croydon - Amsterdam,Douglas DC-2-115E,17,15,0,1936,12,09
,"Near Salt Lake City, Utah",Western Air Express,Burbank - Las Vegas - Salt Lake City,Boeing 247D,7,7,0,1936,12,15
,"Kellogg, Idaho",Northwest Orient Airlines,,Lockheed 10 Electra,2,2,0,1936,12,18
,"Near Milford, Pennsylvania",Eastern Air Lines,"Miami, FL - Charleston, SC - Newark, NJ",Douglas DC-2-112,14,14,0,1936,12,19
,"Near Dallas, Texas",Braniff Airways,Test flight,Lockheed 10 Electra,6,6,0,1936,12,23
,"Nanking, China",China National Aviation Corporation,,Douglas DC-2,,,,1936,12,26
,"Newhall, California",United Air Lines,Oakland - San Francisco - Los Angeles,Boeing 247-D,12,12,0,1936,12,27
,"Near Newhall, California",Western Air Express,Salt Lake City - Burbank,Boeing 247B,13,5,0,1937,01,12
,"Oran, Algeria",Sabena,Belgian Congo - Brussels,Sabca S-73,12,12,0,1937,01,26
,"Off San Francisco, California",United Air Lines,Los Angeles - San Francisco - Oakland,Douglas DC-3A,11,11,0,1937,02,09
,"McPherson Ranges, Queensland, Australia",Airlines of Australia,Brisbane - Sidney,Stinson Model A,7,5,0,1937,02,19
,"Bathurst, Gambia",Deutsche Lufthansa,"Las Palmas, Canary Islands - Bathhurst, Gambia",Heinkel He-111V2,4,4,0,1937,03,12
,"Near Ouroux, France",Imperial Airways,"Southhampton, England - Alexandria, Egypt",Short  S-23 (flying boat),6,5,0,1937,03,24
,"Clifton, Pennsylvania",Trans Continental and Western Air,Newark - Camden - Pittsburg,Douglas DC-2-112,13,13,0,1937,03,25
,"Wetnum, Germany",Deutsche Lufthansa,,Junkers JU-52/3m,6,2,0,1937,03,26
,"Lakehurst, New Jersey",Deutsche Zeppelin Reederei,Frankfurt - Lakehurst N.J.,Zeppelin LZ-129,97,35,1,1937,05,06
,"Stuttgart, Germany",Deutsche Lufthansa,,Heinkel He-70,4,4,0,1937,05,20
,"Off Lae, New Guinea",Private - Purdue Reasearch Foundation,Lae - Howland Island,Lockheed 10E Electra,2,2,0,1937,07,02
,"Hal, Belgium",KLM Royal Dutch Airlines,Amsterdam - Paris,Douglas DC-2-115L,15,15,0,1937,07,28
,"Wadi Halfa, Sudan",Ala Littoria,"Rome, Italy - Kartoum",Savoia-Marchetti SM73,9,9,0,1937,08,02
,"Off Cristobal, Panama",Pan American Grace Airways,"Santiago, Chili - Cristobal, Panama",Sikorsky S-43,14,14,0,1937,08,03
,"Chilang Point, Bias Bay, China",China National Aviation Corporation,Canton - Shanghi,Sikorsky S-43,11,3,0,1937,08,08
,"Daytona Beach, Florida",Eastern Air Lines,Chicago - Daytona,Douglas DC-2,9,4,0,1937,08,10
,"San Luis, Argentina",Pan American Grace Airways,Mendosa - Cordoba,Douglas DC-2,3,3,0,1937,08,23
,"Wau, Australia",Guinea Airways,,Stinson SR-7 Reliant,2,1,0,1937,08,27
,"Corsavy, France",Air France,,Dewoitine D-338,8,8,0,1938,03,23
,"Phaleron Bay, Greece",Imperial Airways,"Alexandria, Egypt  - Athens, Greece",Short Empire Flying Boat,14,2,0,1937,10,01
,"Palembang, Netherlands Indies",KLM Royal Dutch Airlines,,Douglas DC-3,5,4,0,1937,10,06
,"Haydens Peak, Wyoming",United Air Lines,Cheyenne - Salt Lake City,Douglas DC-3,19,19,0,1937,10,17
,"Mannheim, Germany",Deutsche Lufthansa,Berlin - Mannheim,Heinkel He-111,12,10,0,1937,11,12
,"Ostende, Belgium",Sabena,Cologne - Brussels - London,Junkers JU-52/3m,11,11,0,1937,11,16
,"Croydon, London",Deutsche Lufthansa,,Junkers JU-52,3,3,0,1937,11,26
,"Brindisi Harbor, Italy",Imperial Airways,India - London,Short Empire Flying Boat,19,2,0,1937,12,05
,"Saint Sauveur, France",Air France,,Potez 621,7,2,0,1937,12,08
,"Kasperske Hory, Czechoslovakia",Air France,Bucharest - Vienna - Prague - Paris,Wibault 283-T12,3,3,0,1937,12,24
,"Frankfurt, Germany",Deutsche Lufthansa,"Milan, Italy - Frankfurt, Germany",Junkers JU-52/3m,6,6,0,1938,01,04
,"Bozeman, Montana",Northwest Orient Airlines,Seattle - Billings - Chicago,Lockheed 14H Super Electra,10,10,0,1938,01,10
,"Pago Pago, U.S. Samoa",Pan American World Airways,Honolulu - Pago Pago - Auckland,Sikorsky S-42 (flying boat),7,7,0,1938,01,11
,"North Pine, Ontario, Canada",General Airways,Sioux Lookout - Hudson,Stinson Reliant,1,1,0,1938,01,12
,"Off San Clemente Island, California",Military - U.S. Navy / Military - U.S. Navy,,Consolidated PBY-2 / Consolidated PBY-2,14,11,0,1938,02,02
,"Kandalaksha, Russia",TsAGI,Moscow - Murmansk,V6 (airship),19,13,0,1938,02,05
,"Marseille, France",Air France,"Marseille, France - Ajaccio, Corsica",Lioré-et-Olivier H-242,12,8,0,1938,02,09
,"Guadalupe, Mexico",Mexicana,Test flight,Lockheed 10 Electra,2,2,0,1938,02,09
,"Pontoise, France",Deutsche Lufthansa,"Berlin, Germany - Paris, France",Junkers JU.52,3,3,0,1938,02,22
,"Near Wawona, Cailifornia",Trans Continental and Western Air,San Francisco - Burbank,Douglas DC-2-112,9,9,0,1938,03,01
,"Datia, India",Air France,"Hanoi, Vietnam - Paris, France",Potez 621,7,7,0,1938,03,07
,"Somerton, Australia",Australian National Airways,,De Havilland DH-60,1,1,0,1938,03,08
,"Near Formia, Italy",Ala Littoria,,Junkers JU-52,19,19,0,1938,04,12
,"Balbuena, Mexico",Lineas Aéreas Mineras,Mexico City - Juarez,Lockheed Vega 5B,6,1,0,1938,05,05
,"Mangere, New Zealand",United Airways of New Zealand,,Lockheed 10 Electra,2,2,0,1938,05,10
,"Near Saugus, California",Northwest Orient Airlines,"Burbank,- St. Paul",Lockheed 14-H2 Super Electra,9,9,0,1938,05,16
,"Sao Paulo, Brazil",Cruzeiro do Sul,,Junkers JU-52/3m,17,2,0,1938,05,22
,"Cleveland, Ohio",United Air Lines,Newark - Cleveland - Chicago,Douglas DST-A-207A,10,10,0,1938,05,24
,Germany,Deutsche Lufthansa,,Heinkel 116,3,3,0,1938,05,27
,"Alberno Canal, BC, Canada",Ginger Coote Airways,,Fairchild 51,1,1,0,1938,05,27
,Tanganyika,Wilson Airways,,De Havilland DH-85,3,3,0,1938,06,08
,"Mount  Mercedario, Chile",Pan American Grace Airways,,Douglas DC-2,4,4,0,1938,06,19
,"Billings, Montana",Northwest Orient Airlines,Seattle - Chicago,Lockheed 14 Super Electra,10,10,0,1938,07,08
,"Off Sardinia, Italy",Ala Littoria,Cagliari - Rome,Savoia Marchetti S-66,20,20,0,1938,07,14
,"Stulpica, Romania",LOT Polish Airlines,"Warsaw, Poland - Bucharest, Romania",Lockheed 14H Super Electra,14,14,0,1938,07,22
,Near Bogota Colombia,Military - Colombian Army,,Curtiss-Wright Hawk,1,1,52,1938,07,24
,"Kisumu, Kenya",Imperial Airways,Kisumu - Alexandria,Armstrong-Withworth Atlanta,4,4,0,1938,07,27
,PacifiOcean between Manila and Guam,Pan American World Airways,Alameda - Manila,Martin M-130 (flying boat),15,15,0,1938,07,29
,"Shishijima, Japan",Dai Nippon,,Douglas DF-151,6,6,0,1938,08,10
,"Debrecen, Hungary",,,Ford Tri-motor,12,12,0,1938,08,10
,"Kiel, Germany",CSA Czech Airlines,"Prague - Paris, France",Savoia-Marchetti SM73,17,16,0,1938,08,13
,"Guanabara, Brazil",Syndicato Condor,Guanabara - Victoria,Junkers JU-52/3m,9,9,0,1938,08,15
,"Bucharest, Romania",LOT Polish Airlines,,Lockheed 14 Electra,7,7,0,1938,08,18
,"Montnago, Italy",Macchi,Sightseeing,Macchi C-94,13,13,0,1938,08,18
,"Wangmoon, China",China National Aviation Corporation,Hong Kong - Chungking,Douglas DC-2,17,14,0,1938,08,24
,"Innisfail, Australia",North Queensland Airways,,De Havilland DH-84,9,5,0,1938,08,29
,"Off Bathurst, Gambia",Deutsche Lufthansa,,Dornier DO.18,4,4,0,1938,10,01
,"Grisons, Switzerland",Deutsche Lufthansa,,Junkers JU-52/3m,13,13,0,1938,10,01
,"Soest, Germany",Sabena,Brussells - Berlin,Savbia-Marchetti  S-73P,20,20,0,1938,10,10
,"Mt. Dandenong, Australia",Australian National Airways,Adelaide - Melbourne,Douglas DC-2-112,18,18,0,1938,10,25
,"Somerset, England",British Airways,,Lockheed 14 Electra,2,2,0,1938,11,02
,"Channel Islands, Jersey",Jersey Airways,Channel Islands - Southhampton,de Havilland DH-86,14,14,1,1938,11,04
,"Schiphol, Amsterdam",KLM Royal Dutch Airlines,Berlin-Amsterdam,Douglas DC-3,19,6,0,1938,11,14
,"Regina, Saskatchewan, Canada",Trans Canada Air Lines,Winnipeg - Regina - Vancouver,Lockheed 14 Electra,2,2,0,1938,11,18
,"Bathurst, Gambia",Deutsche Lufthansa,,Junkers JU90V2,15,11,0,1938,11,26
,"Bagdad, Iraq",Imperial Airways,,Short Empire Flying Boat,6,4,0,1938,11,27
,"Off Point Reyes, California",United Air Lines,Medford - Oakland,Douglas DC 3-A-SB-3-G-14,7,7,0,1938,11,29
,"Off Kubashima, Japan",Japan Aviation Corporation,,Nakajima DC-2,12,10,0,1938,12,08
,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,Instructional Flight,Lockheed 14-WF62 Super Electra,4,4,0,1938,12,09
,"Darwin, Australia",Qantas,,Short S23 ‘C’ Class flying boat,13,13,0,1938,12,12
,"Paris, France",Swissair,Zurich - Geneva - Paris,Douglas DC-2-115B,9,5,0,1939,01,07
,"Miles City, Montana",Northwest Orient Airlines,Chicago - Seattle,Lockheed 14-H Super Electra,4,4,0,1939,01,13
,"Rio de Janeiro, Brazil",Syndicato Condor,,Junkers JU-52/3m,9,9,0,1939,01,13
,"Katherine, Australia",Guinea Airways,Katherine - Adelaide,Lockheed 14 Electra,4,4,0,1939,01,18
,AtlantiOcean between N.Y. and Bermuda,Imperial Airways,New York City - Bermuda,Short S-23 (flying boat),13,3,0,1939,01,21
,Mediterranean Sea,Deutsche Lufthansa,,Junkers JU-52/3m,10,10,0,1939,02,24
,"Haren, Belgium",Sabena,,Junkers JU-52,3,3,0,1939,03,14
,"Manzanares, Colombia",Deutsche Lufthansa,,Junkers JU-86,8,8,0,1939,03,16
,"Near Adler, Washington",Boeing Aircraft Company,Test flight,Boeing 307 Stratoliner,10,10,0,1939,03,18
,"Hannover, Germany",Deutsche Lufthansa,,Douglas DC-2-115H,13,2,0,1940,08,09
,AtlantiOcean,Great Western and Southern Air Lines,,de Havilland DH-84 Dragon,6,6,0,1941,06,03
,"Oklahoma City, Oklahoma",Braniff Airlines,Chicago - Dallas,Douglas DC-2-112,12,8,0,1939,03,26
,"Near Marrakech, Morocco",Air France,,Caudron C.635 Simoun,9,9,0,1939,04,03
,Mocambique,Imperial Airways,,Short Empire Flying Boat,6,2,0,1939,05,01
,"Near Marrakech, Morocco",Air France,"Casablanca, Morocco - Dakar, Senegal",Dewoitine D-338,9,9,0,1939,05,02
,"Guayaquil, Ecuador",Military - Ecuadorian Air Force,,Curtiss-Wright C-14 Osprey,1,1,22,1939,05,08
,"Vlissingen, The Netherlands",KLM Royal Dutch Airlines,,Koolhoven FK.43,3,3,0,1939,06,10
